02/03/2015,0.11
03/03/2015,0.09
04/03/2015,0.1
05/03/2015,0.1
06/03/2015,0.09
07/03/2015,0.07
08/03/2015,0.1
09/03/2015,0.2
10/03/2015,0.15
18/03/2015,4.93
12/05/2015,3.38
03/06/2015,6.78
17/06/2015,0.1
18/06/2015,0.08
19/06/2015,0.13
20/06/2015,0.1
21/06/2015,0.11
22/06/2015,0.07
23/06/2015,0.1
24/06/2015,0.1
25/06/2015,0.1
26/06/2015,0.11
28/06/2015,0.05
29/06/2015,0.05
21/07/2015,0.12
22/07/2015,0.1
23/07/2015,0.08
24/07/2015,0.07
25/07/2015,0.05
26/07/2015,0.12
27/07/2015,0.07
28/07/2015,0.09
29/07/2015,0.06
30/07/2015,0.08
31/07/2015,0.05
01/08/2015,0.1
06/08/2015,8.51
17/08/2015,39.46
18/08/2015,61.36
04/09/2015,53.78
13/09/2015,50.54
14/09/2015,55.52
24/09/2015,48.56
25/09/2015,56.49
26/09/2015,3.85
20/11/2015,2.3
